a0021,戀愛暴君,故事描述男高中生·藍野青司的面前，出現了一位擁有能讓任意兩人強行接吻的不可思議道具的死神風少女·古莉。面對強迫自己接吻的古莉，青司會……？在戀愛變得有些乏味的現代，令人困擾的愛的救世主颯爽登場！情緒高漲的戀愛喜劇。
a0022,末日時在做什麼？有沒有空？可以來拯救嗎？,「人類」遭到非比尋常的「獸」蹂躪而滅亡了。除了獨自從數百年沉眠中甦醒的青年威廉以外。唯有「聖劍」與使用聖劍的妖精兵能代替「人類」打倒「獸」。戰鬥過後，「聖劍」能再次被他人使用，但用盡力量的妖精兵們卻會殞命......。
a0023,喧嘩番長 乙女,故事描述主人公中山雛子有著一位從小就分開的雙胞胎哥哥，他被家族要求必須去充滿不良的學校私立獅子吼學院上學並統治這所學校，討厭這一切的哥哥拜託主人公女扮男裝代替他前往充滿了不良的學習，這樣本作的故事就開始了。
a0024,SAKURA QUEST,求職不順遂的女主角「木春由乃」，意外的被任命為「間野山」這個鄉下地方的「國王」，她將為了振興地方觀光，與其他 4 位女孩子們，在一年內為地方觀光共同努力，並且讓自身成長的故事。
a0025,火影忍者：BORUTO,忍界大戰已經成為過去，木葉忍者村也迎來了享受和平的時代。第七代火影的兒子·慕留人，似乎是受到過於偉大的父親所影響，度過著鬱悶的每一天。與此同時，新的災難之影開始悄悄逼近……。新世代的傳說，就此開幕！ ！
a0026,時鐘機關之星,故事描述已經死亡的地球上的一切，變成一切都是用齒輪與發條加以重現、再度建構的世界「時鐘機關之星」。見浦直人是個成績吊車尾的高中生，某天突然有個黑色箱子墜落在他家裡，箱子裡頭是一具自動人偶少女，於是兩人的邂逅轉動了命運的齒輪。
a0027,雛子的筆記,女主角原本像是一個稻草人。不擅於講話的女孩雛子為了想在高中加入演劇社、變成一個健談的人而下定決心前往首都唸書。但不知道為什麼她寄住的地方居然是一間舊書店，而那裡居然有個把書本當美食吃的美少女…
a0028,覆面系NOISE,故事描述最愛唱歌的有栖川仁乃和榊桃是感情要好的玩伴，不過有一天阿桃家因為負債而舉家夜逃，臨行前阿桃留下希望將來能憑歌聲認出仁乃這句話。為此傷心哭泣的仁乃遇見了另一位會作曲的少年柚子，柚子安慰並告訴仁乃只要她繼續歌唱，總有一天能與阿桃重逢...
a0029,武裝少女Machiavellianism,熱愛自由的高中生納村不道，轉入了愛地共生學園，然而在這所學校中，武裝齊全的女學生們，無情地統治著學園中的男生們。而才剛入學的納村不道，很快地就成為了統率學校的「天下五劍」之一、鬼瓦輪的肅清目標……
a0030,正確的卡多,故事描述日本外務省的真道幸路朗，某日於羽田機場搭機時，空中忽然出現神秘的巨大立方體，並且將飛機吞噬，該立方體名為「卡多」。 當卡多出現時，神秘的存在試圖與人類展開接觸，究竟突然出現的神秘存在其目的是…
a0031,快盜天使BREAK,憧憬正義夥伴的女主角天月巡、與從小受到嚴格教育的如月堇。受到神秘刺蝟的指引，成為了「快盜天使」要與反派對抗。向來開朗的巡、與不擅與人相處的堇，就在一次次的合作中，加深彼此的羈絆…共同創造光輝燦爛的未來。
a0032,Re:CREATORS,人們用其雙手創造出諸多的故事。喜悅、悲傷、憤怒、感動。故事撼動人們的感情，並使人們為之傾倒。但那不過是作為旁觀者的感想而已。假如，故事的登場人物們具有「意志」的話，對於他們而言，創造出故事的我們就是神的存在嗎......
a0033,不正經的魔術講師與禁忌教典,賴在別人家裡一年過著無職生活的葛倫·雷達斯在家主的強迫下到阿爾扎諾帝國帝國魔術學院當兼職講師，就在想早點辭職的心態下，被學生 西絲蒂娜·席貝爾提出了決鬥。結果令人遺憾地，葛倫以懸殊的差距吞下了敗戰……
a0034,碧藍幻想,故事描述是生活在某個浮空島上的少年，他生活的村落在遭到摧毀，卻也因此結識了被艾爾斯蒂軍隊所追捕的失憶少女露莉亞，他發現在露莉亞的身上，擁有著早該消失的星之民遺產技術星見獸，失去家園的少年與失去記憶的少女，兩人的冒險就此開始啟動。
a0035,王室教師海涅,「王室教師」是教育王子的專屬家庭教師，是只有從全國嚴選出的最優秀教 師才會被授予的職位。被格蘭茨萊希王國招為王室教師的海涅·維特根施泰因。他被 命令培育出次任國王候補，但在王宮中出現在海涅面前的，是每一個都超有個性的四位王子！
a0036,SIN 七宗罪,罪惡既是甜美而且美麗――你、要成為魔王崇拝的信徒嗎？「傲慢」「嫉妬」「憤怒」「怠惰」「強欲」「暴食」「色欲」，主導人類罪惡的七位魔王「七大罪」其墮落與快樂的默世錄幻想將開宴。
a0037,愛麗絲與藏六,作中的主角「紗名」是能將想像事物實現的超能力少女，故事描述這樣的她和經營花店、超討厭違背常理事物的頑固老爹「藏六」周遭所發生的事情。
a0038,月色真美,茜與小太郎中學三年級時第一次同班，在此相遇的兩人與周圍的同班同學、社團夥伴、老師、父母之間的關係，以及面對自身的成長，在這個被變化與不安追趕而慌張向前的季節中，稚嫩而耀眼的青春期的戀愛。
a0039,遊戲王VRAINS,極度討厭引人注目的主角，少年藤木遊作透過「決鬥」和各式各樣的人們相遇的故事。本次的主視覺圖中可以看到遊作在 VR 空間中以「Playmaker」為名呈現的姿態與作中將登場的神秘生命體。
a0040,銀之守墓人,一位遊戲大亨的離奇身亡改變了窮苦少年陸水銀的命運，在墓地做兼職守墓人的他意外獲得了五個億的遺產，但萬萬沒想到他會陰差陽錯將這筆錢全數充入了虛擬遊戲幣，更沒想到這會讓他穿越到神秘的盜墓遊戲裡…
a0041,ID-0,故事中有一類能在極限環境下作業的大型機器人，被統稱為I機器。聯盟研究所的學生米庫麗·瑪雅在使用I機器的時候被捲入了事故中，她被與海賊們一樣要去挖掘奧利哈魯特的Escapade社的宇宙船所救，她被要求作為該社的一員為他們工作……
a0042,Frame Arms Girl 骨裝機娘,女主角在某天早上收到了一個神祕包裹。包裹裡面有著被稱為骨裝機娘的小型機器人轟雷，但轟雷不僅僅只是骨裝機娘，而是有著自我人格的最新試作機。將藉由戰鬥資料學習感情的轟雷、以及對於骨裝機娘相關知識完全是零的她，兩人的日常生活就此展開。
a0043,灰姑娘女孩劇場,故事描述老牌藝人事務所 346Production 旗下擁有眾多偶像藝人。如今事務所推出了全新組合灰姑娘計劃，被選中的少女們從此走上了偶像演藝之路。宛如灰姑娘的童話故事一般，她們能否一步步順利登上夢幻城堡的台階呢，此時此刻，魔法開始降臨……
a0044,與僧侶交合的色慾之夜,女主角美櫻在同學會雖然與初戀九条重逢，但散發成熟魅力的九条已經繼承家 裡的寺廟變成了光頭。然而即使身為僧侶，強勢的九条依然積極進攻美櫻......
a0045,Room Mate ～One Room side M～,《Room Mate ～One Room side M～》是《One Room》的女性向版本，以作為觀眾的你為視角，描寫沉默寡然的男子葦原巧、以和藹可親的舞台演員為目標的男子高中生仁科葵、以及社會菁英的抖 S 的宮坂真也等三名男子同居的故事。
a0046,結城友奈是勇者：鷲尾須美之章,描寫神世紀 298 年，一直由神樹保護的四國，突然受到以神樹為目標的 Vertex 入侵。神樹館 6 年 1 組的三名少女，在 Vertex 入侵時變身成為勇者，擊退前來入侵的敵人......
a0047,黑子的籃球：LAST GAME,故事描述美國的街頭籃球球隊 Jabberwock 來日本進行友誼賽，但他們卻在比賽中羞辱與之對戰的日本球隊，裡子的爸爸景虎無法忍下這口氣，因而宣戰。集結了奇蹟世代五名成員與火神黑子的 VORPAL SWORDS 因此組成...。
a0048,名偵探柯南：唐紅的戀歌,描述大阪的地標日賣電視台突然發生爆炸事件。當時正在錄製著主導百人一首所舉辦的記者會，這突然的事態引發了極大的恐慌。在響起轟隆聲，正在倒塌的建築物之中，名偵探服部平次和其青梅竹馬・遠山和葉兩人被困在裡頭......
a0049,蠟筆小新：襲來！！ 宇宙人西里里,故事描述某日野原家來了一位神秘的宇宙人西里里。因照射到宇宙人西里里的神秘光線，廣志和美冴變回年幼時期的模樣！為了變回大人，野原一家人將踏上冒險旅程，並找出在日本某處西里里的父親！
a0050,魔導少年：DRAGON CRY,魔導士公會是個為魔導士們仲介各式工作的地方，而以成為獨當一面的魔導士為目標的少女露西，一直憧憬著加入擁有眾多厲害魔法師雲集的公會妖精尾巴。而新作舞台架構在一個被斷崖絕壁所包圍的孤島的原創劇情。
a0051,Blame!,故事描述在遙遠的未來，倖存的人類均生活於一個名叫「超構造體」的巨大迷宮內。這裡危機重重，情況混亂接近完全失控。身分神秘的霧亥來到這個瘋狂的世界，力求從人類滅亡的邊緣將文明再次導回正軌。
a0052,星光少年：驕傲的英雄,正當阿廣等人準備 4 年一度的「星光天王盃」而不繼練習時，突如其來的對立勢力出現，讓薔薇學園陷入困境。作為天才作詞作曲家並且是支柱的幸司受到來自美國電影音樂製作的巨額邀請，3人的前路是薔薇學園存亡危機......。
